561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,S,13,S,S,4.3,S
